"Section","Role","Channel","Title","Test Data","Preconditions","Steps","Expected Result","Platform","TestMethod","Type","P","References","Release version","QA Responsibility","TestRailID"
"Agentic > SharePoint KM > EkoAI Integration > MCP Tool","","","Check that get_sharepoint_km_data should handle network timeout from /km/managed/search gracefully","Simulated network timeout from managed/search endpoint","ekoai-mcp-server running / /km/managed/search simulated to timeout","1. Simulate /km/managed/search timing out
2. Invoke get_sharepoint_km_data
3. Observe MCP tool error handling","1. MCP tool returns structured error (not crash)
2. Error is surfaced to AI agent as tool failure
3. AI responds gracefully acknowledging the search unavailability","","Manual","Regression Test","P2","","","","C1550328"
"Agentic > User Auth Connections > OAuth Sign-In","","","Check that GET /v1/auth/connections/microsoft/authorize should redirect user to Microsoft OAuth with correct PKCE parameters","Provider: microsoft / userId: user-001 / networkId: net-001","Microsoft OAuth provider configured in oauthProviders / User authenticated in EkoAI","1. Send GET /v1/auth/connections/microsoft/authorize with userId and networkId
2. Observe HTTP redirect
3. Inspect redirect URL parameters","1. Response is a redirect (302) to Microsoft OAuth endpoint
2. Redirect URL contains code_challenge and code_challenge_method=S256 (PKCE)
3. State parameter is a signed JWT
4. Redirect URI is correct","","Manual","Smoke Test","P1","","","","C1550329"
"Agentic > User Auth Connections > OAuth Sign-In","","","Verify that completing OAuth flow should store encrypted tokens in user-auth-connections Cosmos and return HTML confirmation page","Valid auth code from Microsoft OAuth / Valid state JWT / userId: user-001 / networkId: net-001","PKCE authorize flow initiated / Valid Microsoft auth code returned / user-auth-connections Cosmos collection accessible","1. Complete Microsoft OAuth flow returning to /callback with valid code and state
2. Observe HTTP response from callback
3. Query Cosmos user-auth-connections for user-001/net-001/microsoft","1. Callback returns HTML confirmation page
2. Cosmos record created with encrypted accessToken / refreshToken / iv / keyVersion / expiresAt / scopes / connectedAt
3. Tokens are AES-256-GCM encrypted
4. No raw tokens exposed in response","","Manual","Smoke Test","P1","","","","C1550330"
"Agentic > User Auth Connections > OAuth Sign-In","","","Verify that GET /v1/auth/connections should list connected providers without exposing token values","GET /v1/auth/connections?userId=user-001&networkId=net-001","user-001 has Microsoft auth connection stored / Valid JWT bearer for request","1. Send GET /v1/auth/connections?userId=user-001&networkId=net-001
2. Observe response body
3. Check for token field presence","1. Response lists microsoft as connected provider
2. accessToken / refreshToken fields are NOT present in response
3. connectedAt and scopes are visible
4. Response is 200 OK","","Manual","Sanity Test","P1","","","","C1550331"
"Agentic > User Auth Connections > OAuth Sign-In","","","Check that OAuth callback with forged state JWT should be rejected and not store any tokens","Forged state JWT: modified signature / Valid Microsoft auth code","OAuth authorize flow NOT initiated by this user / Forged state JWT crafted","1. Construct forged state JWT with invalid signature
2. Send GET /callback?code=valid-code&state=forged-jwt
3. Observe callback response
4. Check Cosmos for any stored tokens","1. Callback rejects forged state JWT
2. Returns error response (400 or 403)
3. No tokens stored in Cosmos
4. State forgery protection confirmed","","Manual","Regression Test","P1","","","","C1550332"
"Agentic > User Auth Connections > OAuth Sign-In","","","Check that OAuth callback with expired state JWT (>5min TTL) should be rejected","Expired state JWT (created >5 minutes ago) / Valid Microsoft auth code","Authorize endpoint called >5 minutes ago / State JWT has expired","1. Initiate OAuth authorize flow
2. Wait >5 minutes before completing callback
3. Complete callback with expired state JWT
4. Observe callback response","1. Callback detects expired state JWT
2. Returns error response indicating expired state
3. No tokens stored in Cosmos
4. User presented with appropriate error message","","Manual","Regression Test","P1","","","","C1550333"
"Agentic > User Auth Connections > OAuth Sign-In","","","Check that authorize request for a provider not configured in oauthProviders should return a structured error not a broken URL","Provider: github / Not in oauthProviders config","github is not in oauthProviders configuration for the network","1. Send GET /v1/auth/connections/github/authorize
2. Observe HTTP response
3. Check response body for error message vs broken redirect","1. Returns 400 or 404 with structured error message
2. No redirect to broken or malformed URL
3. Error message indicates provider not configured","","Manual","Regression Test","P1","","","","C1550334"
"Agentic > User Auth Connections > OAuth Sign-In","","","Check that user closing browser mid-OAuth flow before callback should not create a partial token record in Cosmos","User closes browser after /authorize redirect but before callback completes","Authorize endpoint called / User does not complete OAuth flow in browser","1. Initiate OAuth authorize flow
2. Do NOT complete the Microsoft sign-in page (close browser)
3. After a few minutes query Cosmos user-auth-connections for userId/networkId/microsoft","1. No partial token record exists in Cosmos
2. No orphaned or empty token documents created
3. System remains in clean state","","Manual","Regression Test","P2","","","","C1550335"
"Agentic > User Auth Connections > OAuth Sign-In","","","Verify that re-connecting Microsoft when already connected should update the existing Cosmos record not create a duplicate","User with existing Microsoft connection / Re-initiates OAuth flow","user-001 has existing microsoft token in Cosmos / Re-authorize flow initiated","1. Confirm existing microsoft connection for user-001
2. Initiate new authorize flow and complete callback
3. Query Cosmos for user-001/net-001/microsoft records
4. Check record count","1. Only one Cosmos record exists for user-001/net-001/microsoft
2. Record is updated with new tokens
3. No duplicate record created
4. Unique key constraint (networkId/userId/provider) enforced","","Manual","Regression Test","P2","","","","C1550336"
"Agentic > User Auth Connections > OAuth Sign-In","","","Check that DELETE /v1/auth/connections/microsoft should revoke refresh token and remove Cosmos record","DELETE /v1/auth/connections/microsoft / userId: user-001 / networkId: net-001","user-001 has active Microsoft auth connection / Valid JWT for delete request","1. Send DELETE /v1/auth/connections/microsoft with userId and networkId
2. Observe HTTP response
3. Query Cosmos for user-001/net-001/microsoft
4. Attempt to use revoked token","1. API returns 200 OK
2. Cosmos record for user-001/net-001/microsoft is deleted
3. Refresh token revocation was attempted (best-effort)
4. Token no longer valid for further use","","Manual","Regression Test","P1","","","","C1550337"
"Agentic > User Auth Connections > AUTH_REQUIRED Signal","","","Check that tool_agent.ts should intercept AUTH_REQUIRED signal and surface <auth_required> XML block with sign_in_url in chat response","AUTH_REQUIRED signal: {provider: 'microsoft' / scopes: ['Files.Read'] / hint: 'SharePoint search'}","User has no Microsoft auth connection / sharepoint_km tool returns AUTH_REQUIRED","1. Trigger sharepoint_km tool as user without Microsoft connection
2. Observe tool_agent.ts interception
3. Check chat response for <auth_required> XML
4. Verify sign_in_url is present and valid","1. tool_agent.ts intercepts AUTH_REQUIRED signal
2. <auth_required> XML block rendered in chat
3. sign_in_url is present and leads to /v1/auth/connections/microsoft/authorize
4. User message: 'To continue / please sign in with Microsoft.'","","Manual","Smoke Test","P1","","","","C1550338"
"Agentic > User Auth Connections > AUTH_REQUIRED Signal","","","Verify that <auth_required> block should include provider / hint / and sign_in_url with correct attributes","AUTH_REQUIRED extraData: {provider: 'microsoft' / hint: 'SharePoint search'}","AUTH_REQUIRED signal generated / tool_agent.ts running","1. Trigger AUTH_REQUIRED signal from sharepoint_km tool
2. Parse <auth_required> XML in response
3. Check provider / hint / and sign_in_url attributes","1. <auth_required provider=""microsoft"" hint=""SharePoint search""> present
2. <sign_in_url> contains valid authorize URL
3. Human-readable message present in XML body","","Manual","Sanity Test","P1","","","","C1550339"
